aggregatable,aiPredictionField,autoNumber,byteLength,calculated,calculatedFormula,cascadeDelete,caseSensitive,compoundFieldName,controllerName,createable,custom,defaultValue,defaultValueFormula,defaultedOnCreate,dependentPicklist,deprecatedAndHidden,digits,displayLocationInDecimal,encrypted,externalId,extraTypeInfo,filterable,filteredLookupInfo,formulaTreatNullNumberAsZero,groupable,highScaleNumber,htmlFormatted,idLookup,inlineHelpText,label,length,mask,maskType,name,nameField,namePointing,nillable,permissionable,picklistValues,polymorphicForeignKey,precision,queryByDistance,referenceTargetField,referenceTo,relationshipName,relationshipOrder,restrictedDelete,restrictedPicklist,scale,searchPrefilterable,soapType,sortable,type,unique,updateable,writeRequiresMasterRead
True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mobile,40,,,PersonMobilePhone,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Home Phone,40,,,PersonHomePhone,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Other Phone,40,,,PersonOtherPhone,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Asst. Phone,40,,,PersonAssistantPhone,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,240,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Email,80,,,PersonEmail,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,email,False,True,False
True,False,False,240,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Title,80,,,PersonTitle,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,240,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Department,80,,,PersonDepartment,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,120,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Assistant,40,,,PersonAssistantName,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,765,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Lead Source,255,,,PersonLeadSource,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': False, 'label': 'Inbound', 'validFor': None, 'value': 'Inbound'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Outbound', 'validFor': None, 'value': 'Outbound'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Contact Us Form', 'validFor': None, 'value': 'Contact Us Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Facebook Marketplace', 'validFor': None, 'value': 'Facebook Marketplace'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'GL Web Form', 'validFor': None, 'value': 'GL Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'RMFP.com Web Form', 'validFor': None, 'value': 'RMFP.com Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Phone Inquiry', 'validFor': None, 'value': 'Phone Inquiry'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'CFD Web Form', 'validFor': None, 'value': 'CFD Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'RMR Web Form', 'validFor': None, 'value': 'RMR Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Walk-in Denver', 'validFor': None, 'value': 'Walk-in Denver'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Walk-in Tabor', 'validFor': None, 'value': 'Walk-in Tabor'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Walk-in CS', 'validFor': None, 'value': 'Walk-in CS'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'eTimbers.com', 'validFor': None, 'value': 'eTimbers'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,0,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Birthdate,0,,,PersonBirthdate,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:date,True,date,False,True,False
True,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Last Stay-in-Touch Request Date,0,,,PersonLastCURequestDate,False,False,True,False,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,False,False
True,False,False,0,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Last Stay-in-Touch Save Date,0,,,PersonLastCUUpdateDate,False,False,True,False,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,False,False
True,False,False,765,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Email Bounced Reason,255,,,PersonEmailBouncedReason,False,False,True,False,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,0,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Email Bounced Date,0,,,PersonEmailBouncedDate,False,False,True,False,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,True,False
True,False,False,18,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Individual ID,18,,,PersonIndividualId,False,False,True,False,[],False,0,False,,['Individual'],PersonIndividual,,False,False,0,False,tns:ID,True,reference,False,True,False
True,False,False,60,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Data.com Key,20,,,Jigsaw,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,60,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Jigsaw Company ID,20,,,JigsawCompanyId,False,False,True,False,[],False,0,False,,[],JigsawCompany,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,False,765,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Account Source,255,,,AccountSource,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': False, 'label': 'Inbound', 'validFor': None, 'value': 'Inbound'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Outbound', 'validFor': None, 'value': 'Outbound'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Contact Us Form', 'validFor': None, 'value': 'Contact Us Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Facebook Marketplace', 'validFor': None, 'value': 'Facebook Marketplace'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'GL Web Form', 'validFor': None, 'value': 'GL Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'RMFP.com Web Form', 'validFor': None, 'value': 'RMFP.com Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Phone Inquiry', 'validFor': None, 'value': 'Phone Inquiry'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'CFD Web Form', 'validFor': None, 'value': 'CFD Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'RMR Web Form', 'validFor': None, 'value': 'RMR Web Form'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Walk-in Denver', 'validFor': None, 'value': 'Walk-in Denver'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Walk-in Tabor', 'validFor': None, 'value': 'Walk-in Tabor'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Walk-in CS', 'validFor': None, 'value': 'Walk-in CS'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'eTimbers.com', 'validFor': None, 'value': 'eTimbers'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,240,False,,False,False,,,True,False,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,SIC Description,80,,,SicDesc,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,3900,True,"""ben changed""",False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,Territory,1300,,,Account_Territory__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,False,120,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mobile2,40,,,Mobile_2__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,765,False,,False,False,,,True,True,No,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,"This value is manually set. Select ""Yes"" when you send a customer rating request out.",Rating Request Sent,255,,,Rating_Request_Sent__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': True, 'label': 'No', 'validFor': None, 'value': 'No'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Yes', 'validFor': None, 'value': 'Yes'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
False,False,False,0,False,,False,False,,,True,True,False,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,Check this box if you want to send a rating request to this account.,Send Rating Request,0,,,Send_Rating_Request__c,False,False,False,True,[],False,0,False,,[],,,False,False,0,False,xsd:boolean,True,boolean,False,True,False
True,False,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,"Indicates the Contractors Primary Service. If Contractor performs multiple services then select ""Home Improvement & Remodeling""",Contractor Type,255,,,Contractor_Type__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': False, 'label': 'Deck Contractor', 'validFor': None, 'value': 'Deck Contractor'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Fence Contractor', 'validFor': None, 'value': 'Fence Contractor'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Landscape Contractor', 'validFor': None, 'value': 'Landscape Contractor'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Home Improvement & Remodeling', 'validFor': None, 'value': 'Home Improvement & Remodeling'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Home Builder / GC', 'validFor': None, 'value': 'Home Builder / GC'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Other', 'validFor': None, 'value': 'Other'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Request Sent (date),0,,,Request_Sent_date__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:date,True,date,False,True,False
True,False,False,765,False,,False,False,,,True,True,Active,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,"Indicates if the Company is still ""active"" and ""in business"".",Company Status,255,,,Company_Status__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': True, 'label': 'Active', 'validFor': None, 'value': 'Active'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Not Active', 'validFor': None, 'value': 'Not Active'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,765,False,,False,False,,,True,True,High,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,"Indicates how long it has been since Customer has done business with RMFP. ""High""=  <  2 years, ""Med"" = 2+ years, ""Low"" = relationship is unknown.",Account Rating,255,,,Account_Rating__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': True, 'label': 'High', 'validFor': None, 'value': 'High'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Med', 'validFor': None, 'value': 'Med'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Low', 'validFor': None, 'value': 'Low'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,RMFP Division,255,,,RMFP_Division__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': False, 'label': 'Inside Sales - WR', 'validFor': None, 'value': 'Inside Sales - WR'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Inside Sales - CS', 'validFor': None, 'value': 'Inside Sales - CS'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Outside Sales', 'validFor': None, 'value': 'Outside Sales'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Tabor Sales', 'validFor': None, 'value': 'Tabor Sales'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,300,False,,False,False,,,True,True,,,False,False,False,0,False,False,True,,True,,False,True,False,False,True,,External ID,100,,,External_ID__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,3900,True,"IF(ISPICKVAL( Select_User__c , ""Darren eTimbers Dallas""), ""darren@etimbers.com"",
IF(ISPICKVAL( Select_User__c , ""Darren eTimbers Portland""), ""dwest@etimbers.com"",
IF(ISPICKVAL( Select_User__c , ""Darren RMFP""), ""dwest@rmfp.com"",

IF(ISPICKVAL( Select_User__c , ""Frank eTimbers Dallas""), ""flasik@etimbers.com"",
IF(ISPICKVAL( Select_User__c , ""Frank eTimbers Portland""), ""frank@etimbers.com"",
IF(ISPICKVAL( Select_User__c , ""Frank RMFP""), ""flasik@rmfp.com"",

IF(ISPICKVAL( Select_User__c , ""John eTimbers Dallas""), ""john@etimbers.com"",

IF(ISPICKVAL( Select_User__c , ""Susan eTimbers Dallas""), ""susan@etimbers.com"",
IF(ISPICKVAL( Select_User__c , ""Susan eTimbers Portland""), ""shoefer@rmfp.com"",
IF(ISPICKVAL( Select_User__c , ""Susan RMFP""), ""susanhoefer@rmfp.com"",

$User.Email))))))))))",False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,CR Login,1300,,,CR_Login__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Select User,255,,,Select_User__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': False, 'label': 'Darren eTimbers Dallas', 'validFor': None, 'value': 'Darren eTimbers Dallas'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Darren eTimbers Portland', 'validFor': None, 'value': 'Darren eTimbers Portland'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Darren RMFP', 'validFor': None, 'value': 'Darren RMFP'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Frank eTimbers Dallas', 'validFor': None, 'value': 'Frank eTimbers Dallas'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Frank eTimbers Portland', 'validFor': None, 'value': 'Frank eTimbers Portland'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Frank RMFP', 'validFor': None, 'value': 'Frank RMFP'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'John eTimbers Dallas', 'validFor': None, 'value': 'John eTimbers Dallas'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Susan eTimbers Dallas', 'validFor': None, 'value': 'Susan eTimbers Dallas'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Susan eTimbers Portland', 'validFor': None, 'value': 'Susan eTimbers Portland'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Susan RMFP', 'validFor': None, 'value': 'Susan RMFP'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,120,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Mobile,40,,,Mobile_1__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,120,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Fax2,40,,,Fax2__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,120,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Phone1,40,,,Phone1__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,120,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Fax1,40,,,Fax1__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Account Last Checked by megan,0,,,Account_Last_Checked_by_megan__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,True,False
True,False,False,0,True,,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Last Opp Activity Modified,0,,,Last_Opp_Activity_Modified__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:date,True,date,False,False,False
True,False,False,120,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Phone2,40,,,Phone2__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,phone,False,True,False
True,False,False,240,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Last Name,80,,,Last_Name1__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,240,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,First Name2,80,,,First_Name2__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,240,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Last Name2,80,,,Last_Name2__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,300,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Company Name,100,,,Company_Name3__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Customer Type,255,,,Customer_Type__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': False, 'label': 'Retail', 'validFor': None, 'value': 'Retail'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'Contractor', 'validFor': None, 'value': 'Contractor'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,18,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,Related Account,18,,,Related_Account__c,False,False,True,True,[],False,0,False,,['Account'],Related_Account__r,,False,False,0,True,tns:ID,True,reference,False,True,False
True,False,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,"Tiers from TOP 50 Accounts. ""A""=10, ""B""=15, ""C""=25",Account Tier,255,,,Account_Tier__c,False,False,True,True,"[OrderedDict({'active': True, 'defaultValue': False, 'label': 'A', 'validFor': None, 'value': 'A'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'B', 'validFor': None, 'value': 'B'}), OrderedDict({'active': True, 'defaultValue': False, 'label': 'C', 'validFor': None, 'value': 'C'})]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Quote Goal (gross),0,,,Quote_Goal_gross__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,currency,False,True,False
True,False,False,3900,True,"""ben changed""",False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,Is_Portland_Acct,1300,,,Is_Portland_Acct__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
False,False,False,0,False,,False,False,,,True,True,False,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,150 Account Base,0,,,X150_Account_Base__c,False,False,False,True,[],False,0,False,,[],,,False,False,0,False,xsd:boolean,True,boolean,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Close Goal (gross),0,,,Close_Goal_gross__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,currency,False,True,False
True,False,False,0,True,,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Date of Last Prospecting Log (Talk With),0,,,Date_of_Last_Prospecting_Log_TalkedWith__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,False,False
True,False,False,0,True,,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Total Open Quotes (gross),0,,,Total_Open_Quotes_RU__c,False,False,True,True,[],False,18,False,,[],,,False,False,2,False,xsd:double,True,currency,False,False,False
True,False,False,3900,True,"IF(ISBLANK( Date_of_Last_Prospecting_ALL__c ),""YES"",""NO"")",False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,Is Log Activity NULL,1300,,,Is_Log_Activity_NULL__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,False,0,True,,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,# Opps Closed Won RU,0,,,Opps_Closed_Won_RU__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,False,False
True,False,False,3900,True,null,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,Action Indicator,1300,,,Action_Indicator__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,False,3,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,benFlag1,1,,,benFlag1__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,True,False,False,False,,syncedFirstName,255,,,syncedFirstName__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner Quoted ALL,0,,,Retail_Partner_Quoted_ALL__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,currency,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner Closed ALL,0,,,Retail_Partner_Closed_ALL__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,currency,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner Closed CURRENT MONTH,0,,,Retail_Partner_Closed_CURRENT_MONTH__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,currency,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner Quoted CURRENT MONTH,0,,,Retail_Partner_Quoted_CURRENT_MONTH__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,currency,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner # Inbound Opps ALL,0,,,Retail_Partner_Inbound_Opps_ALL__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner # Closed Opps ALL,0,,,Retail_Partner_Closed_Opps_ALL__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,True,False
False,False,False,0,False,,False,False,,,True,True,False,,True,False,False,0,False,False,False,,True,,False,True,False,False,False,,WES Account Base,0,,,WES_Account_Base__c,False,False,False,True,[],False,0,False,,[],,,False,False,0,False,xsd:boolean,True,boolean,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner # Inbound Opps CURRENT MO,0,,,Retail_Partner_Inbound_Opps_CURRENT_MO__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,True,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Retail Partner # Closed Opps CURRENT MO,0,,,Retail_Partner_Closed_Opps_CURRENT_MO__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,True,False
True,False,False,0,True,Opps_Closed_Won_RU__c  +  Retail_Partner_Closed_Opps_ALL__c,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,# Opps Closed Won,0,,,Opps_Closed_Won__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,False,False
True,False,False,3900,True,"IF(
 Opps_Closed_Won__c > 0, 
""YES"", 
""NO"")",False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,has_purchased,1300,,,has_purchased__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,False,3900,True,"IF(  Days_Since_Talked_WIth__c >21, 
IMAGE(""https://na6.salesforce.com/servlet/servlet.ImageServer?id=01580000000zLo0&oid=00D80000000bRM6&lastMod=1268092442000"",""Red Flag"",18,18 ), 
IMAGE(""https://na6.salesforce.com/servlet/servlet.ImageServer?id=01580000000zXlw&oid=00D80000000bRM6&lastMod=1268092442000"",""Blue Flag"",18,18 )
)",False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,True,False,,Activity Flag,1300,,,Activity_Flag__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,False,0,True,,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Date of Last Prospecting Log,0,,,Date_of_Last_Prospecting_ALL__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,False,False
True,False,False,0,True,TODAY() - DATEVALUE(  Date_of_Last_Prospecting_ALL__c  ),False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,Days Since Last Log (ALL),0,,,Days_Since_Last_Log_ALL__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,False,False
True,False,False,0,True,TODAY() - DATEVALUE(  Date_of_Last_Prospecting_Log_TalkedWith__c  ),False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,False,,Days Since Last Log (Talked With),0,,,Days_Since_Last_Log_TalkedWith__c,False,False,True,True,[],False,18,False,,[],,,False,False,0,False,xsd:double,True,double,False,False,False
True,False,False,0,True,,False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,2021 Amount Closed RU,0,,,X2021_Amount_Closed_RU__c,False,False,True,True,[],False,18,False,,[],,,False,False,2,False,xsd:double,True,currency,False,False,False
True,False,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,False,,Rank,0,,,Rank__c,False,False,True,True,[],False,4,False,,[],,,False,False,0,False,xsd:double,True,double,False,True,False
